ID,NAME,説明 (日本語-japanese),描述 (中文-chinese),Опис (українська-ukrainian),Beschreibung (deutsch-german),Описание (русский-russian),La description (français-french),설명 (한국어-korean),
2050030,Fire Serpent,ファイアーサーペント,火蛇,불뱀,Огненный Змей,Feuerschlange,Serpent de Feu,serpiente de fuego,Serpente de Fogo
2050040,MultiLayered Rings of Light,多層の光の輪,多层光环,다층의 빛의 고리,Многослойные кольца света,Mehrschichtige Lichtringe,Anneaux de lumière multicouches,Anillos de luz multicapa,Anéis de Luz Multicamadas
2050050,Furious Blade of Ansbach,アンスバッハの激烈な刃,安斯巴赫的狂怒之刃,안스바흐의 분노의 검,Яростный клинок Ансбаха,Wütende Klinge von Ansbach,Lame furieuse d'Ansbach,Hoja furiosa de Ansbach,Lâmina Furiosa de Ansbach
2050060,Miriams Vanishing,ミリアムの消滅,米里亚姆斯消失,미리엄스 배니싱,Мириамс исчезает,Miriams Verschwinden,Miriam disparaît,Miriams desapareciendo,O desaparecimento de Miriam
2050061,GlintStone Nail,グリントストーンネイル,闪光石钉,글린트스톤 네일,Гвоздь с блестящим камнем,GlintStone-Nagel,Ongle GlintStone,Clavo de piedra brillante,Prego GlintStone
2050062,Cherishing Fingers,指を大切に,珍惜手指,소중한 손가락,Заботливые пальцы,Wertvolle Finger,Chérir les doigts,Apreciando los dedos,Apreciando os Dedos
2050063,Fleeting Microcosm v1.0  Ai Judge 20000000  Invalid Cast Anim 160,儚い小宇宙 v1.0 Ai ジャッジ 20000000 無効なキャストアニメーション 160,流年微观世界 v1.0 艾判官 20000000 无效角色动画 160,Fleeting Microcosm v1.0 Ai Judge 20000000 잘못된 캐스팅 애니메이션 160,Fleeting Microcosm v1.0 Ai Judge 20000000 Неверный каст анимации 160,Fleeting Microcosm v1.0 Ai Judge 20000000 Invalid Cast Anim 160,Microcosme éphémère v1.0 Ai Judge 20000000 Cast invalide Anim 160,Microcosmos fugaz v1.0 Ai Judge 20000000 Invalid Cast Anim 160,Microcosmo Fugaz v1.0 Ai Juiz 20000000 Elenco Inválido Anim 160
2050064,Fleeting Microcosm v2.0  Ai Judge 10000100  Invalid Cast Anim 160,儚い小宇宙 v2.0 Ai ジャッジ 10000100 無効なキャストアニメーション 160,流年微观世界 v2.0 艾判官 10000100 无效角色动画 160,Fleeting Microcosm v2.0 Ai Judge 10000100 잘못된 캐스트 애니메이션 160,Fleeting Microcosm v2.0 Ai Judge 10000100 Неверный актерский состав анимации 160,Fleeting Microcosm v2.0 Ai Judge 10000100 Ungültige Besetzungsanimation 160,Microcosme éphémère v2.0 Juge Ai 10000100 Casting invalide Anim 160,Microcosmos fugaz v2.0 Ai Judge 10000100 Invalid Cast Anim 160,Microcosmo Fugaz v2.0 Ai Juiz 10000100 Elenco Inválido Anim 160
2050070,Roar of Rugalea,ルガレアの咆哮,鲁加利亚的咆哮,루갈레아의 포효,Рев Ругалеи,Brüllen von Rugalea,Rugissement de Rugalea,Rugido de Rugalea,Rugido de Rugalea
2050080,Lords Heal,ロードヒール,领主治愈,로드 힐,Лорды Исцеляют,Lords Heal,Les seigneurs guérissent,Señores sanan,Senhores curam
2050081,Golden Vow,黄金の誓い,金誓,황금 서약,Золотой обет,Goldenes Gelübde,Vœu d'or,Voto de oro,Voto Dourado
2050082,Discus of Light,光のディスカス,光之铁饼,빛의 원반,Дискус Света,Diskus des Lichts,Discus de Lumière,Disco de luz,Disco de Luz
2050090,The Flame of Frenzy,狂乱の炎,狂乱之火,광란의 불꽃,Пламя безумия,Die Flamme der Raserei,La flamme de la frénésie,La llama del frenesí,A Chama do Frenesi
999999999,Golden Lightning Fortification,黄金の稲妻の要塞,金雷防御工事,황금 번개 요새,Укрепление Золотой Молнии,Goldene Blitzbefestigung,Fortification de la Foudre Dorée,Fortificación del Rayo Dorado,Fortificação do Relâmpago Dourado
